2022-12-18 13:34:11.357 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 10256 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 13:34:11.358 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 13:34:47.131 [main] INFO  c.c.converter.auth.AuthenticationApplication - Started AuthenticationApplication in 36.217 seconds (JVM running for 39.08)
2022-12-18 13:35:08.450 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 3512 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 13:35:08.451 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 13:35:13.651 [main] INFO  c.c.converter.auth.AuthenticationApplication - Started AuthenticationApplication in 5.58 seconds (JVM running for 6.156)
2022-12-18 13:36:14.262 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - Starting GoogleUserServiceTest using Java 18.0.1.1 on CharArtPav-Laptop with PID 3152 (started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 13:36:14.263 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - No active profile set, falling back to 1 default profile: "default"
2022-12-18 13:36:19.642 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - Started GoogleUserServiceTest in 5.626 seconds (JVM running for 6.678)
2022-12-18 13:36:19.862 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_deleteGoogleUserById(1)
2022-12-18 13:36:19.999 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:20.041 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserByNameAndSurnameAndEmail(Artoym, Charykov, charartpav@gmail.com)
2022-12-18 13:36:20.105 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserBySub(112663179165874471763)
2022-12-18 13:36:20.145 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:20.674 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - -Start_Method_deleteUserByIdAndLogin
2022-12-18 13:36:20.690 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(Test2)
2022-12-18 13:36:20.962 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByBirthday(1993-02-26)
2022-12-18 13:36:21.241 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.253 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByCreated(2022-12-11 12:25:41.0266667)
2022-12-18 13:36:21.270 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.274 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.279 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.283 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.324 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByNameAndSurnameAndPatronymic(Artoym,Charykov,Pavlovich)
2022-12-18 13:36:21.391 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_deleteUserByIdAndLogin(1, CharArtPav)
2022-12-18 13:36:21.409 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.440 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByGender(male)
2022-12-18 13:36:21.509 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByMail(charartpav@gmail.com)
2022-12-18 13:36:21.547 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findAll
2022-12-18 13:36:21.715 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(CharArtPav)
2022-12-18 13:36:21.975 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:21.984 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:22.011 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByAge(29)
2022-12-18 13:36:22.059 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:22.067 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_deleteUserByIdAndLogin(user)
2022-12-18 13:36:22.097 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:22.101 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 13:36:22.593 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - -Start_Method_deleteUserByIdAndLogin
2022-12-18 13:36:22.596 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(Test2)
2022-12-18 13:36:22.627 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByEnable(true)
2022-12-18 14:58:06.347 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 4992 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 14:58:06.348 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 14:58:42.033 [main] INFO  c.c.converter.auth.AuthenticationApplication - Started AuthenticationApplication in 36.173 seconds (JVM running for 36.848)
2022-12-18 14:59:21.847 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 9320 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 14:59:21.849 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 14:59:27.783 [main] INFO  c.c.converter.auth.AuthenticationApplication - Started AuthenticationApplication in 6.422 seconds (JVM running for 7.057)
2022-12-18 18:50:21.381 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - Starting GoogleUserServiceTest using Java 18.0.1.1 on CharArtPav-Laptop with PID 5984 (started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 18:50:21.382 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - No active profile set, falling back to 1 default profile: "default"
2022-12-18 18:50:29.716 [main] INFO  com.converter.converter.auth.GoogleUserServiceTest - Started GoogleUserServiceTest in 8.64 seconds (JVM running for 10.208)
2022-12-18 18:50:29.958 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_deleteGoogleUserById(1)
2022-12-18 18:50:30.130 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:30.189 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserByNameAndSurnameAndEmail(Artoym, Charykov, charartpav@gmail.com)
2022-12-18 18:50:30.269 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserBySub(112663179165874471763)
2022-12-18 18:50:30.333 [main] INFO  c.c.converter.auth.service.GoogleUserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.024 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - -Start_Method_deleteUserByIdAndLogin
2022-12-18 18:50:31.052 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(Test2)
2022-12-18 18:50:31.394 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByBirthday(1993-02-26)
2022-12-18 18:50:31.723 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.737 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByCreated(2022-12-11 12:25:41.0266667)
2022-12-18 18:50:31.759 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.764 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.769 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.774 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.818 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByNameAndSurnameAndPatronymic(Artoym,Charykov,Pavlovich)
2022-12-18 18:50:31.890 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_deleteUserByIdAndLogin(1, CharArtPav)
2022-12-18 18:50:31.910 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:31.949 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByGender(male)
2022-12-18 18:50:32.035 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByMail(charartpav@gmail.com)
2022-12-18 18:50:32.075 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findAll
2022-12-18 18:50:32.302 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(CharArtPav)
2022-12-18 18:50:32.609 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:32.619 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:32.655 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByAge(29)
2022-12-18 18:50:32.720 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:32.731 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_deleteUserByIdAndLogin(user)
2022-12-18 18:50:32.772 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:32.777 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserById(1)
2022-12-18 18:50:33.304 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - -Start_Method_deleteUserByIdAndLogin
2022-12-18 18:50:33.309 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByLogin(Test2)
2022-12-18 18:50:33.349 [main] INFO  c.converter.converter.auth.service.UserServiceImpl - Start_Method_findUserByEnable(true)
2022-12-18 19:40:37.759 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 4632 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 19:40:37.760 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 20:22:42.537 [main] INFO  c.c.converter.auth.AuthenticationApplication - Starting AuthenticationApplication using Java 18.0.1.1 on CharArtPav-Laptop with PID 2340 (D:\Project_on_Java\Microservice\authentication\target\classes started by Artem in D:\Project_on_Java\Microservice\authentication)
2022-12-18 20:22:42.539 [main] INFO  c.c.converter.auth.AuthenticationApplication - No active profile set, falling back to 1 default profile: "default"
2022-12-18 20:22:48.261 [main] INFO  c.c.converter.auth.AuthenticationApplication - Started AuthenticationApplication in 6.152 seconds (JVM running for 6.789)
